,bin_names,K00024,K00169,K00170,K00171,K00172,K00239,K00240,K00241,K00626,K01007,K01595,K01677,K01678,K01902,K01903,K14465,K14467,K14534,K15016,K15038,mOTU,gtdbtk_classif_r207,percent_completion
86,bulkbins-MOSAIC-MIME-BINNING-25_bin-21,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_723,,100.0
87,ODEN-2013-BINNING-COASS_bin-6898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,18.309859154929573
88,bulkbins-ODEN-2013-BINNING-all-COASS_bin-01784,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_043,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__UBA7359 sp905182825,85.91549295774648
89,MOSAIC-MIME-BINNING-ClusterAss-2_bin-203,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,73.23943661971829
90,MOSAIC-MIME-BINNING-ClusterAss-3a_bin-159,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_519,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Cognaticolwellia;s__Cognaticolwellia sp003061515,57.74647887323944
91,MOSAIC-MIME-BINNING-2303_bin-079,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_519,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Cognaticolwellia;s__Cognaticolwellia sp003061515,94.3661971830986
92,SRR5819754.33,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,92.95774647887325
93,ERR3589559.35,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_867,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-21967;g__Oceanicoccus;s__Oceanicoccus sp000169075,94.3661971830986
94,bulkbins-MOSAIC-MIME-BINNING-3103_bin-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_381,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__,81.69014084507042
95,MOSAIC-MIME-BINNING-ClusterAss-1_bin-844,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,100.0
96,SRR8436651.23,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,84.50704225352112
97,bulkbins-MOSAIC-MIME-BINNING-2503_bin-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,71.83098591549296
98,SRR9019639.14,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,97.1830985915493
99,bulkbins-MOSAIC-MIME-BINNING-2803_bin-087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_381,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__,85.91549295774648
100,SRR8437079.23,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,85.91549295774648
101,MOSAIC-MIME-BINNING-2303_bin-162,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,97.1830985915493
102,MOSAIC-MIME-BINNING-ClusterAss-1_bin-916,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_519,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Cognaticolwellia;s__Cognaticolwellia sp003061515,70.4225352112676
103,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-488,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_723,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__,97.1830985915493
104,bulkbins-MOSAIC-MIME-BINNING-2403_bin-047,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,97.1830985915493
105,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-070,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_352,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__TMED-70;s__,74.64788732394365
106,SRR11624504.38,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,77.46478873239437
107,ERR3589560.12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,63.38028169014085
108,MOSAIC-MIME-BINNING-25_bin-10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,53.52112676056338
109,SRR9019761.20,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,59.15492957746479
110,ERR4918858.3,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,87.32394366197181
111,bulkbins-MOSAIC-MIME-BINNING-17_bin-30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_723,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__,73.23943661971829
112,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-091,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,50.70422535211269
113,MOSAIC-MIME-BINNING-25_bin-48,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,52.11267605633803
114,bulkbins-MOSAIC-MIME-BINNING-1003_bin-036,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__,98.59154929577464
115,SRR9019640.15,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,98.59154929577464
116,bulkbins-MOSAIC-MIME-BINNING-31_bin-055,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,76.05633802816901
117,bulkbins-ODEN-2013-BINNING-medium-COASS_bin-6049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_381,,1e-05
118,bulkbins-MOSAIC-MIME-BINNING-903_bin-047,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,100.0
119,ERR4691694.4,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,66.19718309859155
120,bulkbins-MOSAIC-MIME-BINNING-2403_bin-042,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,COMPLETE-SET-AND-BULK_mOTU_352,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__TMED-70;s__,76.05633802816901
121,bulkbins-MOSAIC-MIME-BINNING-25_bin-38,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,69.01408450704226
122,SRR10912868.18,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_452,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002731775,63.38028169014085
123,MOSAIC-MIME-BINNING-ClusterAss-3b_bin-452,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_866,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__,78.8732394366197
124,bulkbins-MOSAIC-MIME-BINNING-903_bin-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_627,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__SYDM01;s__,67.6056338028169
125,ERR594289.2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,83.09859154929578
126,bulkbins-MOSAIC-MIME-BINNING-2903_bin-156,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_483,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__,1e-05
127,bulkbins-MOSAIC-MIME-BINNING-1703_bin-139,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,57.74647887323944
128,MOSAIC-MIME-BINNING-ClusterAss-2_bin-467,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_057,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii,88.73239436619718
129,bulkbins-MOSAIC-MIME-BINNING-3303_bin-46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2697345;s__,97.1830985915493
130,MOSAIC-MIME-BINNING-903_bin-013,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_402,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__GCA-2717185;g__JABJJH01;s__,38.02816901408449
131,bulkbins-MOSAIC-MIME-BINNING-2803_bin-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,66.19718309859155
132,ERR868495.42,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_795,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__JAZXM01;s__,92.95774647887325
133,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_788,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__,90.14084507042251
134,SRR9019762.130,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,COMPLETE-SET-AND-BULK_mOTU_319,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__CADEGL01;f__CADEGL01;g__JABIRQ01;s__,92.95774647887325
135,bulkbins-MOSAIC-MIME-BINNING-1503_bin-021,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_043,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__UBA7359 sp905182825,78.8732394366197
136,bulkbins-MOSAIC-MIME-BINNING-803_bin-65,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_840,,100.0
137,ERR594302.4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,52.11267605633803
138,bulkbins-MOSAIC-MIME-BINNING-703_bin-083,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,81.69014084507042
139,SRR13153544.19,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,85.91549295774648
140,bulkbins-MOSAIC-MIME-BINNING-45_bin-48,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_798,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,94.3661971830986
141,bulkbins-MOSAIC-MIME-BINNING-2103_bin-053,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_352,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__TMED-70;s__,83.09859154929578
142,ERR4918858.103,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,42.25352112676056
143,bulkbins-MOSAIC-MIME-BINNING-3403_bin-03,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_798,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,95.77464788732394
144,bulkbins-MOSAIC-MIME-BINNING-3303_bin-59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_043,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__UBA7359 sp905182825,1e-05
145,bulkbins-MOSAIC-MIME-BINNING-1703_bin-089,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,100.0
146,bulkbins-ODEN-2013-BINNING-COASS_bin-5407,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,80.28169014084506
147,SRR10912826.10,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_448,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Marortus;s__Marortus luteolus,94.3661971830986
148,bulkbins-MOSAIC-MIME-BINNING-2003_bin-123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_908,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Cognaticolwellia;s__,1e-05
149,ERR3589571.62,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,97.1830985915493
150,bulkbins-MOSAIC-MIME-BINNING-1703_bin-049,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,COMPLETE-SET-AND-BULK_mOTU_043,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__UBA7359 sp905182825,95.77464788732394
151,bulkbins-MOSAIC-MIME-BINNING-2303_bin-084,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,92.95774647887325
152,bulkbins-ODEN-2013-BINNING-medium-COASS_bin-4150,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_416,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae;g__Actinomarina;s__,67.6056338028169
153,bulkbins-MOSAIC-MIME-BINNING-1803_bin-51,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_908,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Cognaticolwellia;s__Cognaticolwellia sp003061515,1e-05
154,bulkbins-MOSAIC-MIME-BINNING-31_bin-012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,74.64788732394365
155,bulkbins-MOSAIC-MIME-BINNING-2503_bin-003,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_352,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__TMED-70;s__,91.54929577464787
156,bulkbins-MOSAIC-MIME-BINNING-17_bin-47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_627,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__SYDM01;s__,97.1830985915493
157,MOSAIC-MIME-BINNING-3303_bin-84,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,97.1830985915493
158,bulkbins-MOSAIC-MIME-BINNING-2603_bin-034,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_352,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__TMED-70;s__,88.73239436619718
159,SRR5819595.72,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,97.1830985915493
160,ERR868495.18,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,71.83098591549296
161,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-197,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,91.54929577464787
162,bulkbins-MOSAIC-MIME-BINNING-1603_bin-110,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,91.54929577464787
163,bulkbins-MOSAIC-MIME-BINNING-2303_bin-116,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_352,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__TMED-70;s__,97.1830985915493
164,bulkbins-MOSAIC-MIME-BINNING-25_bin-74,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_043,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__UBA7359 sp905182825,85.91549295774648
165,SRR5262368.53,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_452,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002731775,61.971830985915496
166,SRR11627979.27,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,63.38028169014085
167,bulkbins-ODEN-2013-BINNING-medium-13_bin-1375,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,53.52112676056338
168,bulkbins-MOSAIC-MIME-BINNING-1303_bin-001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,84.50704225352112
169,bulkbins-MOSAIC-MIME-BINNING-703_bin-082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_627,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__SYDM01;s__,94.3661971830986
