members,K00626,K01848,K01849,K05606,K14534,K15016,K15019,K15020,M00375
MOSAIC-MIME-BINNING-2903_bin-079,9,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2903_bin-086,7,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2903_bin-095,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2903_bin-100,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2903_bin-108,0,0,2,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2903_bin-113,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2903_bin-140,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2903_bin-143,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2903_bin-151,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2903_bin-154,0,0,2,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2903_bin-155,2,0,0,2,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-3003_bin-07,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3003_bin-11,0,0,0,0,0,2,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3003_bin-17,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3003_bin-24,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3103_bin-16,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3103_bin-21,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3103_bin-36,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3103_bin-38,7,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3103_bin-53,7,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-31_bin-053,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-31_bin-069,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3203_bin-01,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3203_bin-04,7,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3203_bin-12,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3203_bin-18,6,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3303_bin-05,0,2,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-3303_bin-07,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3303_bin-08,7,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3303_bin-29,0,0,2,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-3303_bin-33,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3303_bin-61,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3303_bin-70,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3303_bin-71,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3303_bin-84,4,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3403_bin-16,0,0,2,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-3403_bin-19,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3403_bin-41,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3403_bin-51,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3403_bin-65,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3403_bin-76,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3_bin-005,4,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3_bin-016,7,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3_bin-039,0,0,2,2,0,0,0,0,0.10714285714285714
MOSAIC-MIME-BINNING-3_bin-057,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3_bin-062,2,0,0,2,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-3_bin-074,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-45_bin-17,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-45_bin-47,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-45_bin-64,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-45_bin-74,4,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-45_bin-84,0,2,2,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-603_bin-023,7,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-603_bin-025,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-603_bin-039,4,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-703_bin-020,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-703_bin-064,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-703_bin-074,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-703_bin-076,7,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-703_bin-085,7,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-703_bin-088,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-703_bin-096,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-803_bin-10,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-803_bin-47,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-803_bin-60,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-803_bin-64,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-803_bin-66,11,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-903_bin-014,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-903_bin-016,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-903_bin-026,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-903_bin-029,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-903_bin-064,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-903_bin-066,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-903_bin-074,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-014,2,0,0,2,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-1_bin-067,11,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-086,4,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-175,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-225,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-302,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-349,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-358,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-375,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-378,2,2,0,2,0,0,0,0,0.17857142857142858
MOSAIC-MIME-BINNING-ClusterAss-1_bin-419,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-487,7,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-586,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-596,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-659,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-661,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-692,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-693,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-704,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-722,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-788,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-804,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-817,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-819,7,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-844,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-860,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-884,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-888,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-903,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-915,2,0,0,2,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-1_bin-968,4,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-987,2,0,0,0,2,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-2_bin-069,0,0,2,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-2_bin-110,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-132,4,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-143,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-144,4,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-162,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-185,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-240,2,0,2,0,0,0,0,0,0.10714285714285714
MOSAIC-MIME-BINNING-ClusterAss-2_bin-264,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-270,4,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-272,4,0,0,4,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-2_bin-285,0,2,0,0,0,0,0,7,0.10714285714285714
MOSAIC-MIME-BINNING-ClusterAss-2_bin-315,2,0,2,0,0,0,0,0,0.10714285714285714
MOSAIC-MIME-BINNING-ClusterAss-2_bin-329,0,0,0,0,0,2,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-353,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-359,2,0,0,2,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-2_bin-361,2,0,0,2,2,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-2_bin-369,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-383,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-387,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-393,0,0,0,7,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-394,14,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-398,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-406,7,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-425,0,2,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-2_bin-426,0,0,0,4,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-430,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-434,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-442,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-458,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-502,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-521,0,0,2,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-2_bin-523,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-548,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-572,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-577,7,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-581,2,2,0,0,0,0,0,0,0.10714285714285714
MOSAIC-MIME-BINNING-ClusterAss-2_bin-591,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-597,0,0,0,7,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-647,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-677,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-682,0,0,2,2,0,0,0,0,0.10714285714285714
MOSAIC-MIME-BINNING-ClusterAss-2_bin-713,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-804,11,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-815,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-032,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-113,0,0,2,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-114,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-124,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-126,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-139,4,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-173,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-183,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-187,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-219,2,0,0,2,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-231,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-247,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-279,0,0,2,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-314,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-360,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-363,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-367,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-373,4,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-386,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-400,2,2,0,2,0,0,0,0,0.17857142857142858
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-415,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-429,2,0,0,2,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-449,2,2,0,0,0,0,0,0,0.10714285714285714
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-505,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-507,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-512,2,0,0,2,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-514,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-538,2,0,2,0,0,0,0,0,0.10714285714285714
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-554,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-562,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-566,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-600,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-623,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-628,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-636,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-642,2,0,0,2,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-653,4,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-666,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-688,2,0,0,2,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-689,4,2,2,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-695,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-711,11,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-017,6,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-025,2,4,0,2,0,0,0,0,0.17857142857142858
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-029,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-059,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-084,2,0,0,2,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-105,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-156,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-195,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-218,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-270,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-283,0,0,2,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-293,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-306,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-322,4,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-409,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-411,7,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-449,6,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-452,4,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-454,6,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-462,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-468,0,0,0,2,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-471,2,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-494,11,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-502,2,0,0,2,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-505,0,0,0,0,0,2,0,0,0.07142857142857142
ODEN-2013-BINNING-COASS_bin-3264,0,2,0,0,0,0,0,0,0.03571428571428571
ODEN-2013-BINNING-COASS_bin-4230,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-COASS_bin-4763,0,0,0,2,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-COASS_bin-4811,4,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-COASS_bin-5075,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-COASS_bin-5373,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-COASS_bin-5468,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-COASS_bin-5488,7,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-COASS_bin-5660,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-COASS_bin-5886,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-COASS_bin-6447,0,0,0,2,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-04438,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-04757,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-04825,0,0,0,0,2,0,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-05238,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-05994,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-06252,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-06395,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-06825,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-06914,0,2,0,0,0,0,0,0,0.03571428571428571
ODEN-2013-BINNING-all-COASS_bin-07549,0,0,0,2,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-07908,7,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-09164,7,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-09674,0,0,0,2,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-11_bin-0370,7,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-11_bin-0518,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-11_bin-0602,2,0,2,2,0,0,0,0,0.17857142857142858
ODEN-2013-BINNING-medium-11_bin-0650,0,0,0,2,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-11_bin-0695,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-11_bin-0966,0,0,0,2,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-13_bin-1358,7,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-13_bin-2452,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-13_bin-2522,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-13_bin-2672,0,0,0,2,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-20_bin-0761,0,0,0,2,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-22_bin-446,0,0,0,2,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-3_bin-404,7,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-3_bin-508,2,0,0,2,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-3_bin-692,0,0,0,4,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-4_bin-0606,2,0,2,2,0,0,0,0,0.17857142857142858
ODEN-2013-BINNING-medium-4_bin-0661,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-4_bin-0710,7,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-4_bin-1111,0,0,0,2,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-4_bin-1358,0,0,0,2,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-6_bin-350,0,0,2,0,0,0,0,0,0.03571428571428571
ODEN-2013-BINNING-medium-6_bin-429,2,0,0,2,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-6_bin-543,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-9_bin-0285,2,0,0,0,0,0,0,0,0.07142857142857142
