members,K00024,K00169,K00170,K00172,K00239,K00240,K00241,K00626,K01007,K01595,K01677,K01678,K01902,K01903,K14534,K15016,M00374
MOSAIC-MIME-BINNING-603_bin-023,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-603_bin-039,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-603_bin-065,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-603_bin-073,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-603_bin-079,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-603_bin-088,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-603_bin-095,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-603_bin-096,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-703_bin-002,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-703_bin-005,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-703_bin-008,0,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-703_bin-018,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.11538461538461539
MOSAIC-MIME-BINNING-703_bin-020,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-703_bin-028,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-703_bin-033,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-703_bin-038,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-703_bin-039,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-703_bin-044,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-703_bin-058,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-703_bin-060,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-703_bin-063,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-703_bin-064,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-703_bin-070,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-703_bin-076,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-703_bin-085,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-703_bin-093,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-703_bin-096,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-703_bin-113,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-803_bin-10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-803_bin-14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-803_bin-24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-803_bin-29,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-803_bin-32,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-803_bin-37,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-803_bin-38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-803_bin-46,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-803_bin-64,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-803_bin-66,0,0,0,0,0,3,0,11,0,0,0,0,3,0,0,0,0.11538461538461539
MOSAIC-MIME-BINNING-903_bin-008,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-903_bin-016,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-903_bin-024,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-903_bin-026,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-903_bin-029,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-903_bin-052,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-903_bin-061,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-903_bin-064,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-903_bin-066,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-903_bin-069,0,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-903_bin-074,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0.11538461538461539
MOSAIC-MIME-BINNING-903_bin-077,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-903_bin-080,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-903_bin-093,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-1_bin-014,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-039,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-ClusterAss-1_bin-062,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-ClusterAss-1_bin-067,0,0,0,0,0,3,3,11,0,0,0,0,3,0,0,0,0.11538461538461539
MOSAIC-MIME-BINNING-ClusterAss-1_bin-069,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-1_bin-086,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-087,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-1_bin-151,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.11538461538461539
MOSAIC-MIME-BINNING-ClusterAss-1_bin-157,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-1_bin-175,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.11538461538461539
MOSAIC-MIME-BINNING-ClusterAss-1_bin-225,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-227,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-ClusterAss-1_bin-271,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-280,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-1_bin-302,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0.11538461538461539
MOSAIC-MIME-BINNING-ClusterAss-1_bin-325,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-1_bin-349,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-356,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-358,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-370,0,0,0,0,3,3,3,0,0,0,0,0,0,3,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-375,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-1_bin-378,0,0,0,0,3,3,3,2,0,0,0,0,3,3,0,0,0.19230769230769232
MOSAIC-MIME-BINNING-ClusterAss-1_bin-413,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-419,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-424,3,0,0,0,3,3,3,0,0,0,0,0,3,3,0,0,0.19230769230769232
MOSAIC-MIME-BINNING-ClusterAss-1_bin-434,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-443,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-446,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-ClusterAss-1_bin-487,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-585,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-586,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-1_bin-596,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0.11538461538461539
MOSAIC-MIME-BINNING-ClusterAss-1_bin-609,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-619,0,0,0,0,3,3,3,0,0,2,0,0,0,0,0,0,0.11538461538461539
MOSAIC-MIME-BINNING-ClusterAss-1_bin-622,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-1_bin-631,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-659,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-661,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-671,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-ClusterAss-1_bin-693,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-722,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-751,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-788,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-804,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0.11538461538461539
MOSAIC-MIME-BINNING-ClusterAss-1_bin-817,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-1_bin-819,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0.11538461538461539
MOSAIC-MIME-BINNING-ClusterAss-1_bin-844,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-859,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-888,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-893,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-903,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-912,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-1_bin-915,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-940,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-1_bin-945,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-968,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-1_bin-987,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-1_bin-995,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-2_bin-006,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-2_bin-011,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-2_bin-012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-027,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-ClusterAss-2_bin-037,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-082,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-106,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-2_bin-110,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-132,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-2_bin-143,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-144,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-146,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-2_bin-152,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-162,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-185,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-213,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0.19230769230769232
MOSAIC-MIME-BINNING-ClusterAss-2_bin-240,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-2_bin-259,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-2_bin-264,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-265,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-270,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-272,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-315,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0.19230769230769232
MOSAIC-MIME-BINNING-ClusterAss-2_bin-329,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0.11538461538461539
MOSAIC-MIME-BINNING-ClusterAss-2_bin-342,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-359,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-361,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-2_bin-362,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-369,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-385,3,0,0,0,0,7,0,0,0,0,0,0,3,3,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-2_bin-387,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-394,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-2_bin-398,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-406,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-2_bin-427,0,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-430,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-442,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-458,3,0,0,0,3,3,3,2,0,0,0,0,3,0,0,0,0.23076923076923078
MOSAIC-MIME-BINNING-ClusterAss-2_bin-481,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-2_bin-502,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-2_bin-507,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-510,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-ClusterAss-2_bin-521,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-2_bin-548,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0.11538461538461539
MOSAIC-MIME-BINNING-ClusterAss-2_bin-552,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-2_bin-572,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-577,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-581,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-591,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-608,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-2_bin-638,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-ClusterAss-2_bin-650,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-2_bin-681,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-2_bin-684,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-ClusterAss-2_bin-713,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-2_bin-791,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-2_bin-804,0,0,0,0,0,3,6,11,0,0,0,0,3,0,0,0,0.11538461538461539
MOSAIC-MIME-BINNING-ClusterAss-2_bin-815,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-032,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-044,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-069,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-088,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-113,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-114,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-116,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-124,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-126,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-127,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-139,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-146,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-154,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-155,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.11538461538461539
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-170,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-173,3,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0.23076923076923078
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-181,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-183,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-187,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-190,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-195,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-210,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-219,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-228,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-231,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-238,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-247,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-251,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-261,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-268,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-277,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-279,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.15384615384615385
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-291,0,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,0.07692307692307693
