members,K00239,K00240,K00241,K01679,K01847,K01848,K01849,K01961,K01962,K01963,K02160,K05606,M00376
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-155,3,3,3,2,0,0,0,0,0,0,0,0,0.2222222222222222
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-170,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-187,0,3,3,0,0,0,0,0,0,0,0,0,0.07407407407407407
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-195,0,3,0,2,0,0,0,0,0,0,0,0,0.14814814814814814
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-210,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-219,0,0,0,0,0,0,0,1,1,0,1,2,0.19444444444444445
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-224,0,0,0,0,0,0,0,0,0,7,0,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-228,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-238,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-251,3,0,3,0,0,0,0,0,1,0,0,0,0.10185185185185185
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-261,3,0,3,2,0,0,0,0,1,0,0,0,0.21296296296296294
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-278,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-279,0,0,0,0,0,0,2,0,0,0,0,0,0.05555555555555555
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-291,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-302,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-308,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-322,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-323,0,3,3,0,0,0,0,0,0,0,1,0,0.10185185185185185
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-332,0,0,0,0,0,0,0,1,1,0,1,0,0.08333333333333333
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-346,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-348,3,3,3,0,0,0,0,0,0,0,1,0,0.1388888888888889
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-354,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-360,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-364,0,0,0,0,0,0,0,0,1,1,0,0,0.05555555555555555
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-367,0,0,0,0,1,0,0,0,0,0,0,0,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-373,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-400,0,0,0,0,0,2,0,0,0,0,0,2,0.16666666666666666
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-405,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-413,3,3,3,0,0,0,0,0,1,1,0,0,0.16666666666666666
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-415,0,0,0,0,0,0,0,0,0,1,0,2,0.1388888888888889
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-418,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-429,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-449,0,0,0,0,0,2,0,0,0,0,0,0,0.05555555555555555
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-451,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-495,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-505,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-507,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-512,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-514,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-518,0,3,3,0,1,0,0,0,0,0,0,0,0.18518518518518517
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-522,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-526,0,0,0,0,0,0,0,1,0,1,1,0,0.08333333333333333
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-538,0,0,0,0,0,0,2,0,0,0,0,0,0.05555555555555555
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-540,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-554,0,0,0,0,0,0,0,0,0,0,7,2,0.1388888888888889
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-562,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-566,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-589,0,0,0,0,0,0,0,0,1,1,0,0,0.05555555555555555
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-600,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-606,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-614,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-616,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-623,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-631,0,0,0,0,0,0,0,1,0,0,0,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-636,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-642,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-651,0,0,0,0,1,0,0,0,0,0,0,0,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-653,0,3,3,0,0,0,0,0,0,0,0,0,0.07407407407407407
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-666,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-688,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-689,0,0,0,0,1,2,2,0,0,0,0,0,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-690,0,0,0,0,0,0,0,1,1,0,1,0,0.08333333333333333
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-700,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-711,0,3,3,0,0,0,0,0,0,0,0,0,0.07407407407407407
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-002,0,0,0,0,0,0,0,1,1,0,1,0,0.08333333333333333
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-007,3,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-017,0,0,0,0,1,0,0,0,0,0,0,0,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-025,0,0,0,0,0,4,0,0,0,0,0,2,0.16666666666666666
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-059,0,0,0,0,0,0,0,0,0,0,7,2,0.1388888888888889
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-084,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-115,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-126,0,0,0,0,0,0,0,0,1,1,0,0,0.05555555555555555
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-135,3,3,3,0,0,0,0,0,0,0,1,0,0.1388888888888889
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-156,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-186,3,3,3,0,0,0,0,0,0,0,0,0,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-194,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-227,0,0,0,0,0,0,0,1,0,0,0,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-234,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-241,0,0,0,0,0,0,0,1,1,0,1,0,0.08333333333333333
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-283,0,0,0,0,0,0,2,0,0,0,0,0,0.05555555555555555
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-290,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-297,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-314,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-322,0,0,0,2,0,0,0,1,0,0,1,0,0.16666666666666666
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-359,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-362,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-363,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-368,0,0,7,0,0,0,0,0,1,0,0,0,0.06481481481481481
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-393,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-409,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-454,0,3,3,0,1,0,0,0,0,0,0,0,0.18518518518518517
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-458,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-462,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-468,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-502,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
ODEN-2013-BINNING-COASS_bin-3264,0,0,0,0,0,2,0,0,0,1,0,0,0.08333333333333333
ODEN-2013-BINNING-COASS_bin-3549,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-COASS_bin-4230,3,3,3,0,0,0,0,0,1,0,0,0,0.1388888888888889
ODEN-2013-BINNING-COASS_bin-4727,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
ODEN-2013-BINNING-COASS_bin-4763,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
ODEN-2013-BINNING-COASS_bin-4774,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-COASS_bin-4811,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-COASS_bin-4911,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-COASS_bin-5328,3,0,3,0,0,0,0,0,0,0,1,0,0.10185185185185185
ODEN-2013-BINNING-COASS_bin-5444,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
ODEN-2013-BINNING-COASS_bin-5449,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
ODEN-2013-BINNING-COASS_bin-5468,0,1,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-COASS_bin-5530,3,3,3,2,0,0,0,0,1,0,0,0,0.25
ODEN-2013-BINNING-COASS_bin-5617,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
ODEN-2013-BINNING-COASS_bin-5665,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-COASS_bin-5711,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-COASS_bin-5760,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
ODEN-2013-BINNING-COASS_bin-6447,3,0,3,0,0,0,0,0,1,0,0,2,0.21296296296296294
ODEN-2013-BINNING-COASS_bin-6457,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-COASS_bin-8765,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
ODEN-2013-BINNING-all-COASS_bin-02641,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
ODEN-2013-BINNING-all-COASS_bin-03574,3,0,3,0,0,0,0,0,0,0,1,0,0.10185185185185185
ODEN-2013-BINNING-all-COASS_bin-03717,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-all-COASS_bin-04438,3,3,3,0,0,0,0,0,1,0,0,0,0.1388888888888889
ODEN-2013-BINNING-all-COASS_bin-04517,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
ODEN-2013-BINNING-all-COASS_bin-04540,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
ODEN-2013-BINNING-all-COASS_bin-05414,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
ODEN-2013-BINNING-all-COASS_bin-05571,3,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-all-COASS_bin-06156,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-all-COASS_bin-06395,0,3,3,0,0,0,0,1,0,0,0,0,0.10185185185185185
ODEN-2013-BINNING-all-COASS_bin-06825,0,1,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-all-COASS_bin-06914,0,0,0,0,0,2,0,0,0,1,0,0,0.08333333333333333
ODEN-2013-BINNING-all-COASS_bin-07130,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
ODEN-2013-BINNING-all-COASS_bin-07549,3,0,3,0,0,0,0,0,1,0,0,2,0.21296296296296294
ODEN-2013-BINNING-all-COASS_bin-07581,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-all-COASS_bin-09674,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
ODEN-2013-BINNING-all-COASS_bin-10618,0,1,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-11_bin-0224,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-11_bin-0501,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-11_bin-0507,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-11_bin-0602,0,0,0,0,0,0,2,0,0,0,0,2,0.16666666666666666
ODEN-2013-BINNING-medium-11_bin-0603,3,3,3,0,0,0,0,0,0,0,0,0,0.1111111111111111
ODEN-2013-BINNING-medium-11_bin-0607,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
ODEN-2013-BINNING-medium-11_bin-0650,0,0,0,0,1,0,0,0,0,0,0,2,0.2222222222222222
ODEN-2013-BINNING-medium-11_bin-0666,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
ODEN-2013-BINNING-medium-11_bin-0695,0,3,3,0,0,0,0,1,0,0,0,0,0.10185185185185185
ODEN-2013-BINNING-medium-11_bin-0761,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-11_bin-0766,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
ODEN-2013-BINNING-medium-11_bin-0966,3,0,3,0,0,0,0,0,1,0,0,2,0.21296296296296294
ODEN-2013-BINNING-medium-13_bin-1007,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-13_bin-1249,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-13_bin-1269,3,0,3,0,0,0,0,0,0,0,1,0,0.10185185185185185
ODEN-2013-BINNING-medium-13_bin-1441,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
ODEN-2013-BINNING-medium-13_bin-1514,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-13_bin-2672,0,0,0,0,1,0,0,0,0,0,0,2,0.2222222222222222
ODEN-2013-BINNING-medium-20_bin-0563,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
ODEN-2013-BINNING-medium-20_bin-0586,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
ODEN-2013-BINNING-medium-20_bin-0606,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-20_bin-0761,3,0,6,0,0,0,0,0,1,0,0,2,0.21296296296296294
ODEN-2013-BINNING-medium-22_bin-350,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-22_bin-417,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-22_bin-446,3,0,3,0,0,0,0,0,1,0,0,2,0.21296296296296294
ODEN-2013-BINNING-medium-22_bin-460,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
ODEN-2013-BINNING-medium-22_bin-481,0,0,0,0,0,0,0,1,0,0,0,0,0.027777777777777776
ODEN-2013-BINNING-medium-22_bin-637,0,0,0,0,0,0,0,0,1,0,1,0,0.05555555555555555
ODEN-2013-BINNING-medium-24_bin-127,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
ODEN-2013-BINNING-medium-3_bin-334,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
ODEN-2013-BINNING-medium-3_bin-368,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
ODEN-2013-BINNING-medium-3_bin-472,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-3_bin-493,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-3_bin-508,0,0,0,2,0,0,0,0,0,0,0,2,0.2222222222222222
ODEN-2013-BINNING-medium-3_bin-552,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
ODEN-2013-BINNING-medium-3_bin-625,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-3_bin-692,0,0,0,0,1,0,0,0,0,0,0,4,0.2222222222222222
ODEN-2013-BINNING-medium-4_bin-0210,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-4_bin-0559,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-4_bin-0606,0,0,0,0,0,0,2,0,0,0,0,2,0.16666666666666666
ODEN-2013-BINNING-medium-4_bin-0615,3,3,3,0,0,0,0,0,0,0,0,0,0.1111111111111111
ODEN-2013-BINNING-medium-4_bin-0676,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
ODEN-2013-BINNING-medium-4_bin-0779,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-4_bin-0786,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
ODEN-2013-BINNING-medium-4_bin-0840,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-4_bin-1111,3,0,3,0,0,0,0,0,1,0,0,2,0.21296296296296294
ODEN-2013-BINNING-medium-4_bin-1358,0,0,0,0,1,0,0,0,0,0,0,2,0.2222222222222222
ODEN-2013-BINNING-medium-6_bin-288,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
ODEN-2013-BINNING-medium-6_bin-350,3,0,0,0,0,0,2,0,0,0,0,0,0.09259259259259259
ODEN-2013-BINNING-medium-6_bin-378,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-6_bin-400,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
ODEN-2013-BINNING-medium-6_bin-429,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
ODEN-2013-BINNING-medium-9_bin-0422,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
ODEN-2013-BINNING-medium-9_bin-0468,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-9_bin-0510,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-9_bin-0795,0,0,0,0,1,0,0,0,0,0,0,0,0.1111111111111111
ODEN-2013-BINNING-medium-9_bin-0838,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
ODEN-2013-BINNING-medium-COASS_bin-4287,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-COASS_bin-4579,3,0,3,0,0,0,0,0,0,0,1,0,0.10185185185185185
ODEN-2013-BINNING-medium-COASS_bin-4671,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
ODEN-2013-BINNING-medium-COASS_bin-4826,0,0,0,0,0,2,0,0,0,1,0,0,0.08333333333333333
ODEN-2013-BINNING-medium-COASS_bin-4902,3,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-COASS_bin-4964,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
ODEN-2013-BINNING-medium-COASS_bin-5103,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-COASS_bin-5327,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-COASS_bin-5607,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
ODEN-2013-BINNING-medium-COASS_bin-5838,3,0,3,0,0,0,0,0,1,0,0,2,0.21296296296296294
ODEN-2013-BINNING-medium-COASS_bin-5926,0,3,3,0,0,0,0,1,0,0,0,2,0.21296296296296294
ODEN-2013-BINNING-medium-COASS_bin-6181,0,1,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-COASS_bin-6416,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
ODEN-2013-BINNING-medium-COASS_bin-7205,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODEN-2013-BINNING-medium-COASS_bin-9385,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
ODIN-2013-BINNING-11_bin-06,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
ODIN-2013-BINNING-11_bin-17,0,3,3,0,0,0,0,1,0,0,0,0,0.10185185185185185
ODIN-2013-BINNING-11_bin-25,3,0,3,0,0,0,0,0,1,0,0,2,0.21296296296296294
ODIN-2013-BINNING-11_bin-26,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODIN-2013-BINNING-11_bin-27,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
ODIN-2013-BINNING-11_bin-28,0,0,0,0,0,0,2,0,0,0,0,2,0.16666666666666666
ODIN-2013-BINNING-11_bin-30,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
ODIN-2013-BINNING-11_bin-32,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODIN-2013-BINNING-13_bin-01,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODIN-2013-BINNING-13_bin-08,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODIN-2013-BINNING-13_bin-10,3,0,3,0,0,0,0,0,0,0,1,0,0.10185185185185185
ODIN-2013-BINNING-13_bin-49,0,0,0,0,1,0,0,0,0,0,0,2,0.2222222222222222
ODIN-2013-BINNING-17_bin-02,3,0,3,0,0,0,0,0,0,0,1,0,0.10185185185185185
ODIN-2013-BINNING-17_bin-04,0,0,0,0,0,0,0,0,0,0,2,0,0.027777777777777776
ODIN-2013-BINNING-17_bin-08,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
ODIN-2013-BINNING-17_bin-09,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
ODIN-2013-BINNING-17_bin-10,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODIN-2013-BINNING-17_bin-11,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODIN-2013-BINNING-17_bin-14,3,0,3,0,0,0,0,0,1,0,0,2,0.21296296296296294
ODIN-2013-BINNING-17_bin-23,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODIN-2013-BINNING-17_bin-24,0,0,0,2,0,0,0,0,0,0,0,2,0.2222222222222222
ODIN-2013-BINNING-17_bin-28,0,0,0,0,1,0,0,0,0,0,0,0,0.1111111111111111
ODIN-2013-BINNING-17_bin-32,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
ODIN-2013-BINNING-17_bin-35,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODIN-2013-BINNING-20_bin-02,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
ODIN-2013-BINNING-20_bin-07,3,0,3,0,0,0,0,0,1,0,0,2,0.21296296296296294
ODIN-2013-BINNING-20_bin-09,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODIN-2013-BINNING-22_bin-01,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
ODIN-2013-BINNING-22_bin-06,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
ODIN-2013-BINNING-22_bin-08,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
ODIN-2013-BINNING-22_bin-11,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
