members,K00024,K00169,K00170,K00172,K00174,K00175,K00176,K00177,K01677,K01678,K01902,K01903,K01959,K01960,M00620
ERR594302.15,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
ERR594302.50,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ERR594302.57,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
ERR594302.71,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0.21428571428571427
ERR594302.74,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
ERR598947.27,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0.21428571428571427
ERR598947.34,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
ERR599000.28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ERR599000.3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
ERR599000.37,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
ERR599000.40,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
ERR599000.55,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.07142857142857142
ERR599000.92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ERR599008.32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ERR599008.41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ERR599008.53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ERR599008.7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
ERR599008.81,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
ERR599008.86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ERR599008.91,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
ERR599125.18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ERR599125.26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ERR599125.31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ERR599125.6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
ERR599159.50,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
ERR599166.103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ERR599166.108,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
ERR599166.17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ERR599166.32,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
ERR599166.50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ERR599166.71,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ERR599166.81,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ERR599166.89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ERR599166.96,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ERR868495.11,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
ERR868495.46,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2103_bin-007,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2103_bin-026,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2103_bin-033,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2103_bin-047,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2103_bin-048,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2103_bin-051,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2103_bin-072,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2103_bin-073,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2103_bin-074,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2103_bin-087,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2103_bin-091,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2103_bin-093,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2103_bin-123,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
MOSAIC-MIME-BINNING-2203_bin-07,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2203_bin-10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2203_bin-17,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-2203_bin-23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2203_bin-34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2203_bin-52,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
MOSAIC-MIME-BINNING-2203_bin-53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2203_bin-62,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2203_bin-63,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2303_bin-009,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2303_bin-017,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2303_bin-018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2303_bin-041,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2303_bin-042,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2303_bin-053,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2303_bin-069,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0.10714285714285714
MOSAIC-MIME-BINNING-2303_bin-078,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2303_bin-105,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2303_bin-123,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2303_bin-124,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2303_bin-145,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2303_bin-146,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2303_bin-149,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2303_bin-150,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0.17857142857142858
MOSAIC-MIME-BINNING-2303_bin-158,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2303_bin-167,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2303_bin-175,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2303_bin-178,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2303_bin-188,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2303_bin-192,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2303_bin-197,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2303_bin-lowDepth,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2403_bin-006,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2403_bin-011,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2403_bin-040,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2403_bin-043,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2403_bin-044,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2403_bin-059,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2403_bin-066,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2403_bin-069,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2403_bin-071,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2403_bin-078,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2403_bin-084,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2403_bin-086,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2403_bin-087,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2403_bin-100,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0.17857142857142858
MOSAIC-MIME-BINNING-2403_bin-102,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2503_bin-005,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2503_bin-014,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2503_bin-019,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2503_bin-025,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2503_bin-035,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2503_bin-038,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2503_bin-046,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2503_bin-078,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2503_bin-079,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2503_bin-083,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2503_bin-092,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2503_bin-101,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2503_bin-103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2503_bin-118,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2503_bin-141,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-25_bin-12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-25_bin-24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-25_bin-35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-25_bin-52,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-25_bin-78,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2603_bin-010,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2603_bin-011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2603_bin-015,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2603_bin-018,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2603_bin-020,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2603_bin-031,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2603_bin-037,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2603_bin-053,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2603_bin-054,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2603_bin-066,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
MOSAIC-MIME-BINNING-2603_bin-069,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2603_bin-080,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2603_bin-081,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2603_bin-097,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0.17857142857142858
MOSAIC-MIME-BINNING-2703_bin-04,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2703_bin-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2703_bin-07,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2703_bin-19,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2703_bin-20,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
MOSAIC-MIME-BINNING-2703_bin-23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2703_bin-24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2703_bin-30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2703_bin-45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.07142857142857142
MOSAIC-MIME-BINNING-2703_bin-59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2703_bin-62,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2703_bin-82,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2703_bin-85,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2803_bin-029,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2803_bin-032,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2803_bin-033,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2803_bin-073,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0.17857142857142858
MOSAIC-MIME-BINNING-2803_bin-079,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2803_bin-080,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2803_bin-086,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2803_bin-094,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
MOSAIC-MIME-BINNING-2803_bin-101,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2803_bin-120,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2803_bin-121,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2803_bin-122,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2803_bin-123,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2803_bin-127,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2803_bin-128,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2803_bin-130,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2903_bin-001,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2903_bin-006,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2903_bin-007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2903_bin-010,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2903_bin-021,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2903_bin-037,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2903_bin-064,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2903_bin-079,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2903_bin-080,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-2903_bin-085,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2903_bin-103,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-2903_bin-108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2903_bin-109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2903_bin-115,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-2903_bin-139,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-2903_bin-154,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3003_bin-05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-3003_bin-14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3003_bin-20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3003_bin-45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-3103_bin-10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-3103_bin-22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3103_bin-36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3103_bin-60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-31_bin-006,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-31_bin-011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-31_bin-017,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-31_bin-021,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-31_bin-036,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-31_bin-039,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-31_bin-042,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-31_bin-048,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-31_bin-054,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-31_bin-063,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-31_bin-099,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-31_bin-102,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3203_bin-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-3203_bin-18,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-3303_bin-16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3303_bin-29,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
MOSAIC-MIME-BINNING-3303_bin-32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-3303_bin-36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3303_bin-58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-3303_bin-68,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-3303_bin-70,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
MOSAIC-MIME-BINNING-3303_bin-74,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3303_bin-86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-3403_bin-10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3403_bin-13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-3403_bin-16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-3403_bin-17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-3403_bin-19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-3403_bin-22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-3403_bin-25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3403_bin-31,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-3403_bin-32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-3403_bin-35,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-3403_bin-36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3403_bin-38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3403_bin-44,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3403_bin-69,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3_bin-063,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-3_bin-076,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-3_bin-078,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0.10714285714285714
MOSAIC-MIME-BINNING-3_bin-100,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-3_bin-102,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-45_bin-47,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-45_bin-67,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0.10714285714285714
MOSAIC-MIME-BINNING-45_bin-84,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-603_bin-007,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-603_bin-008,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-603_bin-065,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-603_bin-073,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-603_bin-088,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-603_bin-095,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-603_bin-096,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-703_bin-005,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-703_bin-008,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-703_bin-018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
